company,year,theme,subtheme,keyword,count
Shell,2025,Risk vs Performance,Risk / challenge,"uncertain [uncertainty, uncertainties]",1
Amazon,1997,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Amazon,2016,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Amazon,2020,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Amazon,2021,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",1
Amazon,2022,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Amazon,2024,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Amazon,2025,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",1
Chevron,2013,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Chevron,2018,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Chevron,2020,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",4
Chevron,2021,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Chevron,2022,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",2
Chevron,2023,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Chevron,2024,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Nvidia,2017,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Nvidia,2018,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Nvidia,2020,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Nvidia,2021,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Nvidia,2022,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Nvidia,2023,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Nvidia,2025,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Shell,2014,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Shell,2015,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Shell,2016,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Shell,2020,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Shell,2022,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Shell,2024,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Shell,2025,Risk vs Performance,Risk / challenge,"disrupt [disruption, disruptions, disruptive]",0
Amazon,1997,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Amazon,2016,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Amazon,2020,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Amazon,2021,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Amazon,2022,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Amazon,2024,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Amazon,2025,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],1
Chevron,2013,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Chevron,2018,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],1
Chevron,2020,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],1
Chevron,2021,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Chevron,2022,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],1
Chevron,2023,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],1
Chevron,2024,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],2
Nvidia,2017,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Nvidia,2018,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Nvidia,2020,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Nvidia,2021,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Nvidia,2022,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Nvidia,2023,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],1
Nvidia,2025,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Shell,2014,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Shell,2015,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Shell,2016,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Shell,2020,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Shell,2022,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],0
Shell,2024,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],1
Shell,2025,Risk vs Performance,Risk / challenge,geopolitical [geopolitics],1
Amazon,1997,Risk vs Performance,Risk / challenge,"risk [risks, risky]",3
Amazon,2016,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Amazon,2020,Risk vs Performance,Risk / challenge,"risk [risks, risky]",3
Amazon,2021,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Amazon,2022,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Amazon,2024,Risk vs Performance,Risk / challenge,"risk [risks, risky]",2
Amazon,2025,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Chevron,2013,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Chevron,2018,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Chevron,2020,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Chevron,2021,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Chevron,2022,Risk vs Performance,Risk / challenge,"risk [risks, risky]",1
Chevron,2023,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Chevron,2024,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Nvidia,2017,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Nvidia,2018,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Nvidia,2020,Risk vs Performance,Risk / challenge,"risk [risks, risky]",1
Nvidia,2021,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Nvidia,2022,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Nvidia,2023,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Nvidia,2025,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Shell,2014,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Shell,2015,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Shell,2016,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Shell,2020,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Shell,2022,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Shell,2024,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Shell,2025,Risk vs Performance,Risk / challenge,"risk [risks, risky]",0
Amazon,1997,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",3
Amazon,2016,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",1
Amazon,2020,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",2
Amazon,2021,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",6
Amazon,2022,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",11
Amazon,2024,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",5
Amazon,2025,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",2
Chevron,2013,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",0
Chevron,2018,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",1
Chevron,2020,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",5
Chevron,2021,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",1
Chevron,2022,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",1
Chevron,2023,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",0
Chevron,2024,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",0
Nvidia,2017,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",1
Nvidia,2018,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",8
Nvidia,2020,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",3
Nvidia,2021,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",1
Nvidia,2022,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",2
Nvidia,2023,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",3
Nvidia,2025,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",0
Shell,2014,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",0
Shell,2015,Risk vs Performance,Risk / challenge,"challenge [challenges, challenging, challenged]",2
